-7.2367,-5.3855,3.4564,-0.49859,1.1821,-3.1387,-2.6956,-3.2023,-0.9312,0.55491,1.5658,0.79776,0.83346,3
-11.005,-4.7088,-1.593,-7.7134,-4.1294,0.59291,3.0761,2.2351,0.60873,0.90311,-1.9007,0.51461,0.72167,3
-2.9923,-8.4022,-1.7287,-4.7496,-2.326,-1.9112,0.57282,0.15209,0.27403,0.32736,-0.24687,-0.28748,-0.29332,3
-18.474,1.0334,-1.8063,-4.7591,-2.7386,1.4312,2.5283,1.5365,-0.94288,0.04395,-0.71153,0.10533,-0.73251,3
3.2488,-9.2233,-8.8829,-2.6705,-3.4032,0.26774,-0.21025,-0.16455,0.65177,2.0649,-0.97381,-0.69958,-1.0795,3
-7.4865,-4.2613,-4.2773,-3.005,-2.6839,-1.9395,3.0127,0.43478,-0.14733,1.1291,-2.5431,0.43262,1.0794,3
-4.8767,-5.8355,-4.3462,-3.5221,-3.588,-1.8797,1.7369,0.39347,-0.98291,-0.23468,-1.3908,-0.034049,1.1436,3
-8.0929,-4.4993,-3.9594,-3.7585,-2.0943,-2.3268,3.1842,-0.11735,-0.16373,0.90892,-2.5434,0.85713,0.77907,3
-20.71,-14.31,-4.9111,2.2838,-3.2126,5.3865,0.51077,-1.5393,-2.1441,0.52283,-2.1858,-0.35813,2.7515,3
-12.477,3.0209,-1.4223,-4.5932,-1.623,0.69894,-0.72962,-0.60871,-1.0956,0.45046,0.13666,0.15636,0.13351,3
-8.7675,-2.5794,-1.7021,-1.8615,-3.5926,-2.3645,0.38622,-0.63092,1.302,-0.46071,-2.3118,0.16763,-2.4999,3
-8.2179,-2.3623,-4.2502,-5.64,-4.7533,2.4971,2.3734,1.5198,-0.20366,-0.31149,-1.1983,0.13956,0.13912,3
-8.2277,-2.2926,-4.6021,-6.2036,-3.8082,0.15049,2.8895,-0.11723,1.0671,2.7498,-1.0754,-0.73224,-0.54852,3
-3.9764,-5.905,-4.6364,-7.984,-1.0159,-2.7302,-0.07953,0.46901,0.92102,-1.574,0.21846,-0.3312,-0.074383,3
9.1633,-5.2233,-8.5613,-10.894,-4.3117,-1.4539,-2.0223,-5.2482,-2.9354,-1.2701,-1.1363,-0.33605,-0.039334,3
-10.978,-1.8238,-2.3154,-3.4628,-1.5061,-1.5709,1.8153,0.67537,-0.10466,0.22034,-1.1763,-0.069651,-0.48103,3
-2.3228,-3.1186,-10.851,-5.5771,-4.0723,-2.8752,-0.75298,1.6241,-0.82696,0.15594,0.57372,-0.99681,-0.58095,3
-13.903,-7.7231,-5.441,-3.2924,0.42942,-0.58973,-0.51985,2.642,0.16397,0.044419,-1.1897,-1.875,0.28374,3
-2.015,-5.6249,-7.5486,-9.2776,-6.033,-1.8453,2.747,3.346,0.20654,1.4147,-0.79453,-0.80289,-1.128,3
-1.7889,-16.41,1.0089,1.9101,-1.808,-0.75371,6.3045,-0.63972,-6.227,7.1384,-7.5636,2.5633,1.3501,3
8.2996,-9.031,-1.2498,-4.4043,-1.8802,1.9114,1.2948,1.5146,-0.7574,-1.2167,-0.43061,-0.40545,0.0095541,3
-5.2203,-12.932,-5.41,-0.40744,-1.4325,-0.21054,-2.2054,-3.5585,-0.15479,0.92063,-0.1469,-0.99052,0.61592,3
1.4383,-7.5947,-9.9855,-1.8715,-4.3278,-1.3793,1.0503,1.1129,-0.070093,0.025282,-1.5745,0.44153,0.25414,3
-9.7916,-5.715,-5.1607,-6.3983,-3.5402,-0.98916,2.2768,0.40904,0.124,-0.57459,-1.0178,-0.044339,-0.48207,3
3.8739,-8.8139,-3.9041,-0.67669,-0.27038,0.72413,3.4813,-0.77422,1.6976,-0.037473,-1.1179,1.1118,-0.10168,3
-7.3329,0.096603,6.1114,-0.8658,0.40231,1.2374,-1.6522,-0.59406,-1.1536,0.65729,0.61397,-0.89464,1.0758,4
-3.1583,-6.1091,3.312,1.9866,1.2103,-2.1947,1.5558,-0.38396,-0.090631,0.21089,-0.019614,-0.61121,-0.18215,4
-1.6503,-8.5353,-0.96967,-2.7861,1.3887,-0.057151,-1.1312,0.00022632,0.1903,-0.083255,-0.40019,0.92803,0.15782,4
-11.002,-4.0232,-5.5368,-5.6737,-0.87768,0.21367,0.43802,-1.2917,-0.88592,-0.58361,0.53145,-0.79536,-0.36145,4
-5.9215,-5.8885,-6.9118,3.0816,0.04822,-3.1394,1.9864,0.13382,-1.2349,0.071482,-1.5206,0.27544,-0.7486,4
-9.7121,-6.9687,-9.3999,2.2874,1.9842,-1.4241,-0.9421,0.37209,1.944,-0.13875,-1.2297,0.68005,0.52496,4
-2.6592,-12.414,-9.1381,6.7318,0.91492,0.53198,-1.3635,1.3492,-0.22902,0.32647,-0.54876,0.50381,-0.28612,4
